Algorithm,Constraint checks,Assignments,Completion time
BT,2384.499999999999,117.00000000000009,0.011282021999359133
FC,1827.000000000001,90.00000000000007,0.007380013465881349
AC,6271.0,47.99999999999996,0.024460728168487555
